col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,SOM_id
0,7,4,2,0,1,1,0,0,7,4,0,2,2,6,2,0,3,3,6,2,1,0,1,0,0,0,1,0,1,1,1,4,1,1,0,3,1,7,0,1,6,0,2,0,4,2,0,2,0,3,1,1,5,1,12,18,8,1,3,2,7,3,1,1,3,2,5,6,2,4,2,2,1,2,0,0,1,8,2,0,1,0,0,0,1,0,1,2,1,0,5,3,0,2,0,2,0,3,3,1,3,3,2,7,4,3,1,1,2,0,4,1,3,1,0,2,2,1,0,2,1,1,2,2,4,5,0,5,1,1,6,3,4,0,0,1,1,0,6,4,2,0,5,6,0,12
0,5,3,3,1,0,1,0,1,1,5,13,11,5,4,3,0,4,5,2,6,2,1,1,0,0,0,1,0,1,5,1,1,1,1,0,2,3,1,2,2,2,2,2,2,2,3,1,2,3,2,3,8,11,1,7,8,9,3,4,5,6,6,11,3,6,9,7,8,13,3,1,1,3,2,0,1,3,4,3,2,4,0,4,2,1,0,1,0,1,0,4,3,2,0,1,3,1,8,3,1,6,3,2,7,3,3,4,4,5,4,6,2,4,5,4,5,7,2,3,6,2,2,4,2,1,1,0,4,2,5,3,3,1,3,2,1,5,2,0,1,3,2,4,2,1,12
0,9,6,1,0,1,3,0,0,1,4,2,5,7,5,0,1,3,3,6,14,10,6,0,2,1,3,5,1,2,2,3,5,4,3,0,1,5,0,2,5,0,1,4,1,2,4,2,1,1,0,5,8,3,4,7,13,10,3,3,4,3,8,5,8,5,4,7,6,5,6,3,1,1,1,0,1,1,12,6,3,2,1,2,2,4,0,2,4,3,5,6,1,0,3,0,3,0,4,2,2,1,3,5,6,4,1,9,0,2,1,6,3,2,3,2,7,6,2,6,3,3,3,3,5,5,5,1,8,4,2,5,5,1,3,3,1,5,8,5,5,8,0,3,1,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,0,1,1,11,13,3,2,4,6,9,7,1,6,7,8,9,10,2,1,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,6,4,7,4,2,1,4,1,3,6,5,6,3,6,7,5,3,10,1,7,11,6,4,6,5,9,7,11,6,5,8,7,4,8,3,1,5,3,6,8,3,5,3,4,5,1,4,3,6,6,1,4,3,0,12
0,1,5,0,0,0,0,0,0,2,2,8,4,2,2,0,0,3,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,3,0,0,1,1,1,1,0,1,3,0,0,4,1,8,25,13,12,9,5,13,4,2,6,7,10,6,4,8,9,7,6,6,4,1,2,3,0,0,1,0,3,2,0,2,0,0,2,0,0,0,0,3,0,1,0,2,3,1,1,0,2,0,1,5,1,1,4,3,3,6,1,3,1,2,2,3,0,0,2,4,3,1,2,0,3,2,1,1,0,1,0,0,0,3,4,2,3,0,0,0,4,1,1,2,1,3,1,1,12
0,1,9,6,5,3,1,0,5,3,1,3,9,2,5,3,1,7,4,7,1,6,3,4,8,4,2,3,1,2,3,3,3,4,6,2,1,1,3,6,3,3,6,4,2,10,6,2,9,2,7,5,2,6,3,8,17,16,3,6,6,4,6,7,1,8,11,5,13,7,4,3,3,3,3,1,4,5,7,0,2,5,0,6,1,3,3,5,4,2,6,6,2,1,0,0,7,0,5,2,6,5,4,3,3,2,3,7,0,5,1,7,2,2,3,4,3,5,2,8,4,1,4,4,4,1,4,1,2,3,3,3,2,6,2,3,0,4,7,4,0,2,2,4,3,7,12
0,3,11,2,1,1,1,0,6,9,7,9,3,2,4,8,5,3,3,5,3,2,2,4,3,25,2,2,3,1,5,1,4,5,6,1,1,3,1,5,2,4,5,3,3,6,6,4,3,4,6,4,2,6,3,11,18,10,3,4,4,6,3,0,1,4,3,6,8,1,6,3,6,4,3,1,0,4,3,0,2,0,0,5,1,2,4,1,4,4,5,4,3,0,3,1,5,1,3,2,4,4,5,4,6,4,2,4,0,3,2,5,4,3,2,3,2,4,3,2,6,0,1,2,1,4,4,0,3,1,2,8,1,8,1,0,2,6,1,4,6,1,0,7,4,1,12
1,0,12,2,1,0,0,0,2,0,2,5,6,0,1,2,1,0,3,1,1,1,0,3,2,6,1,1,1,0,1,0,0,1,2,1,1,0,1,6,1,3,4,2,1,4,7,0,6,4,2,3,7,2,10,7,5,10,3,6,3,8,8,6,2,6,9,7,10,6,6,5,1,5,1,2,0,1,5,0,1,2,0,0,1,3,1,2,1,3,2,1,4,2,4,3,4,1,6,2,2,5,5,2,5,2,2,8,1,3,5,5,2,1,1,1,1,5,4,2,4,4,3,3,0,0,3,4,0,0,2,4,1,3,1,0,0,4,1,0,5,1,0,1,1,1,12
0,0,0,0,1,0,0,0,1,0,4,1,3,1,0,0,2,6,3,2,1,0,2,3,0,1,0,0,7,2,3,2,1,4,0,0,2,2,10,1,1,1,1,2,4,3,4,1,2,2,6,5,2,5,5,14,4,5,2,5,3,6,4,6,7,1,3,5,12,5,8,10,5,2,2,5,3,3,0,2,2,2,1,4,3,4,5,7,1,2,4,2,5,5,3,12,5,6,5,0,4,5,3,7,8,10,11,17,7,9,4,10,7,10,5,3,3,7,3,6,1,5,9,2,6,2,2,6,1,4,4,6,4,2,2,2,1,2,3,3,2,8,6,7,2,6,12
1,2,2,1,1,1,1,1,4,2,1,14,16,7,6,8,0,1,4,0,2,2,0,0,0,7,1,2,2,4,4,3,0,7,2,2,4,2,4,2,2,1,9,9,13,4,3,2,3,7,4,2,7,3,11,9,6,7,4,6,8,11,11,8,4,7,8,9,5,10,2,1,1,3,1,1,1,1,5,1,2,3,0,1,0,5,2,3,0,1,3,4,0,2,3,1,3,0,1,4,3,2,0,0,1,3,5,4,2,2,1,2,1,1,3,2,3,4,2,2,3,4,0,0,0,2,1,0,2,3,1,2,4,4,1,1,0,1,1,2,1,2,0,1,0,1,12
4,0,4,1,1,4,4,1,1,2,0,1,7,7,4,7,7,2,1,0,3,5,7,4,3,1,1,0,0,1,0,1,1,3,5,1,1,4,1,3,1,17,18,12,8,14,10,3,1,1,3,10,8,2,1,9,3,9,5,6,4,6,9,8,4,5,11,9,7,7,4,2,0,2,0,2,6,1,11,3,5,1,0,0,1,1,0,1,5,5,1,4,1,2,0,3,13,11,3,1,1,2,0,1,2,0,0,1,2,3,2,1,3,1,1,3,0,1,2,2,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,4,2,1,5,0,0,12
8,24,19,12,8,1,2,6,11,16,17,14,50,57,46,35,39,28,10,15,15,22,11,7,9,4,6,7,2,17,25,11,11,18,32,6,9,9,11,15,16,15,20,25,13,38,23,32,23,29,19,20,27,26,28,33,30,22,6,14,19,21,19,11,13,17,26,26,40,40,18,7,12,13,15,4,5,2,16,2,6,3,3,7,15,66,9,6,2,8,12,14,11,9,14,5,9,13,26,10,9,7,7,8,0,2,7,27,11,3,19,21,6,6,20,9,11,24,33,28,14,18,17,8,6,7,6,3,6,3,0,6,4,18,27,6,1,7,19,17,9,2,8,17,3,3,13
10,20,20,20,11,3,1,3,7,11,19,22,62,68,51,44,38,25,13,12,12,20,10,9,8,10,1,3,3,23,43,7,5,21,36,8,14,11,15,14,9,13,23,21,14,28,22,29,25,28,20,20,25,23,22,33,31,28,6,13,23,40,15,11,9,18,23,16,17,23,14,8,5,14,9,1,6,1,9,1,2,4,1,5,17,19,8,7,4,10,13,11,12,11,20,1,6,5,16,10,7,5,5,7,1,2,6,14,7,5,21,11,5,14,26,10,6,10,21,24,10,9,21,13,5,3,4,2,1,2,0,9,6,15,43,9,2,6,21,24,5,3,4,10,1,3,13
6,4,7,10,19,33,8,3,37,42,13,34,100,73,56,49,7,16,7,25,56,35,15,11,13,52,23,22,16,30,43,31,20,25,11,12,22,14,19,36,15,17,28,26,29,29,38,28,31,27,23,32,44,30,23,31,27,22,10,17,24,35,39,20,27,36,21,19,24,26,11,12,9,13,7,8,7,5,12,13,11,12,12,11,15,13,10,12,9,10,18,44,20,24,22,16,12,9,13,16,8,10,10,33,37,11,9,16,7,9,11,10,11,5,18,11,23,30,39,34,19,11,11,11,14,14,9,7,15,11,13,23,14,11,11,17,7,12,16,22,7,18,7,10,6,10,13
7,8,7,9,9,12,2,3,31,39,9,29,80,54,49,39,9,8,3,6,21,8,8,6,2,11,7,6,6,17,31,14,13,11,7,9,10,8,7,14,9,11,22,20,13,21,25,24,24,27,16,26,42,21,21,27,24,19,5,8,11,33,40,24,19,39,17,13,18,22,6,10,8,10,4,1,4,4,11,8,7,5,3,5,9,8,4,10,7,8,12,13,5,12,9,4,9,3,4,11,9,9,7,21,33,4,6,8,6,10,7,8,3,3,10,5,19,15,18,10,5,10,7,6,8,8,5,4,3,4,1,6,4,3,2,3,2,6,8,10,2,3,1,2,3,4,13
6,6,14,14,10,27,7,10,7,14,9,16,13,19,13,11,11,15,7,9,29,6,23,15,11,14,8,15,13,10,10,7,5,14,10,6,23,9,9,11,9,10,10,25,17,10,12,6,9,7,3,3,10,10,11,13,19,13,11,16,19,17,13,19,24,12,15,7,11,17,10,11,8,7,11,5,7,12,7,5,8,5,12,1,12,9,4,8,6,11,17,16,6,7,7,11,6,7,6,7,8,8,3,3,5,10,6,7,2,4,3,10,6,7,20,11,6,11,23,15,6,4,2,4,4,6,8,7,5,5,5,6,4,4,3,8,5,16,6,7,6,6,11,5,9,3,14
1,6,24,2,5,9,3,5,4,7,13,3,4,15,8,17,28,28,18,12,22,5,10,9,15,10,5,3,8,9,8,9,7,11,8,5,5,14,12,6,9,9,13,27,16,17,16,16,12,11,13,17,8,20,8,18,8,8,13,14,13,8,8,13,14,10,16,13,33,15,18,8,13,8,11,8,10,9,8,7,16,6,15,6,16,8,4,11,7,5,5,9,4,6,10,10,6,9,6,10,10,13,10,18,4,10,5,10,11,12,13,11,14,15,8,7,9,16,25,10,6,8,5,6,9,8,6,1,11,3,10,10,11,2,10,2,5,8,4,5,6,8,3,10,6,9,14
5,10,18,13,18,6,3,4,8,7,15,21,19,14,14,5,12,23,29,9,24,5,5,7,11,12,10,5,8,7,19,12,8,10,20,11,12,15,1,11,9,4,8,7,13,13,10,7,5,8,16,16,17,18,6,14,17,12,10,18,16,18,12,26,12,8,16,20,19,21,14,3,14,22,10,6,5,1,6,6,5,6,9,7,6,4,5,2,2,7,6,7,7,10,9,8,2,5,18,5,9,7,6,6,7,12,11,12,12,15,3,13,5,6,11,8,6,8,10,5,8,11,7,7,8,1,2,5,6,2,6,4,3,1,7,6,3,3,1,2,4,4,4,8,2,1,14
0,10,26,2,2,1,3,3,1,3,9,8,23,27,19,14,19,12,7,17,11,3,7,5,14,7,7,8,8,4,8,12,6,9,6,4,11,15,14,20,15,8,18,12,6,26,13,9,7,24,14,11,16,13,5,10,7,7,4,8,10,6,14,15,18,26,26,16,15,22,6,12,9,8,12,7,4,4,12,13,10,11,3,6,11,2,3,6,3,5,14,26,20,7,10,9,5,1,4,3,5,2,3,6,0,4,0,7,6,3,4,6,9,7,2,6,7,6,9,11,4,15,7,4,3,12,5,9,10,7,5,9,4,4,5,4,3,3,7,2,9,8,7,10,7,4,14
4,9,11,8,14,4,7,5,12,10,9,16,13,17,13,12,25,23,10,11,22,14,12,5,2,9,1,3,3,11,11,11,7,30,48,13,15,6,39,19,12,11,15,6,14,15,11,12,3,10,6,7,8,8,11,15,14,4,1,13,19,31,6,4,3,6,12,7,15,13,2,4,4,9,5,5,4,7,10,3,2,2,1,3,8,20,6,0,3,9,13,11,7,10,12,1,4,5,10,11,8,1,4,3,0,2,4,20,14,5,30,13,4,10,8,1,8,27,15,15,5,17,6,1,4,7,1,2,1,1,1,2,1,11,13,5,2,5,27,24,2,2,7,7,1,5,14
1,7,8,4,13,20,12,2,15,12,2,14,24,15,11,13,7,25,6,10,9,10,9,3,5,29,12,3,10,10,15,5,7,10,7,4,5,11,18,16,4,7,10,8,5,9,13,4,9,11,8,7,14,16,10,13,6,6,7,9,8,23,10,12,14,23,15,3,11,13,2,7,6,13,4,7,3,4,12,3,7,9,8,5,8,2,6,9,4,4,12,28,13,14,5,7,5,1,4,9,6,5,4,15,12,10,7,9,10,6,9,3,5,6,8,9,15,21,29,21,4,5,6,8,9,8,7,6,4,12,2,5,4,7,3,7,3,6,8,7,2,6,5,4,1,5,14
7,22,41,13,16,12,10,9,9,13,9,14,17,15,9,11,17,14,12,4,19,3,7,11,10,4,8,6,5,9,6,8,7,9,7,6,10,12,10,3,7,5,14,12,16,7,9,10,7,6,11,12,8,9,7,11,8,4,11,5,12,6,8,4,12,10,6,6,6,9,6,5,3,5,3,0,5,6,9,3,5,4,8,4,9,12,4,4,5,3,3,3,0,2,3,3,5,5,6,1,4,2,5,10,2,1,3,2,4,10,0,2,8,11,6,7,2,5,10,3,3,1,0,2,2,3,0,2,4,2,4,7,0,1,2,0,1,1,2,1,2,2,3,1,4,2,15
7,22,25,13,16,10,9,6,8,11,8,11,12,12,5,5,13,11,10,4,12,3,6,10,8,3,7,5,5,9,6,8,7,6,7,6,9,7,9,3,5,4,12,9,11,6,9,9,3,5,10,12,5,4,7,9,8,4,9,5,12,5,8,1,12,4,6,4,6,9,5,2,3,5,3,0,4,4,8,3,5,3,8,2,8,7,2,4,1,3,3,3,0,2,2,3,3,5,5,1,3,2,5,7,2,1,0,2,4,10,0,2,4,7,5,5,2,5,8,3,1,1,0,2,2,2,0,2,4,2,4,7,0,1,2,0,1,1,2,1,2,1,3,1,2,1,15
2,3,8,10,9,6,2,4,1,6,13,21,21,12,9,7,7,11,11,7,11,4,1,7,3,9,3,6,9,9,2,10,2,8,14,10,9,8,4,6,10,9,9,11,10,8,10,4,6,9,12,4,7,9,5,4,3,7,7,13,6,6,8,9,8,3,6,5,12,6,9,1,5,30,8,6,5,0,2,8,6,3,2,4,10,4,4,0,3,6,3,8,3,6,6,12,6,6,10,8,10,8,6,4,6,8,8,8,4,11,2,5,5,5,6,5,8,2,3,6,2,9,10,3,1,0,2,3,2,3,3,4,2,3,5,4,4,5,3,3,2,4,1,2,1,2,15
2,7,8,6,4,4,2,4,6,4,14,8,7,10,13,8,15,20,17,11,12,4,12,8,7,5,9,7,12,12,7,7,5,10,6,11,10,9,5,8,8,5,14,12,10,12,10,3,5,9,16,8,10,10,10,10,14,12,8,7,4,9,3,6,5,5,15,8,8,10,6,2,1,12,5,2,6,4,4,0,7,7,6,6,7,6,3,1,9,4,6,3,4,4,7,3,9,7,12,3,4,2,5,3,9,5,5,6,5,1,1,6,6,3,4,3,6,3,9,7,4,4,3,2,1,0,1,2,2,2,1,3,4,2,4,4,0,2,1,4,1,4,2,1,1,3,15
0,5,6,9,3,3,1,4,2,11,8,10,12,13,9,12,14,20,9,6,9,5,14,13,7,6,12,7,12,3,11,7,4,9,11,9,7,10,3,6,4,4,4,9,3,13,6,3,2,8,9,7,8,16,8,7,4,3,2,6,14,13,21,10,8,5,13,13,6,13,6,14,5,3,3,3,8,1,8,2,6,4,4,7,9,6,4,3,4,4,6,8,6,6,10,6,4,6,8,4,3,8,6,3,4,5,1,8,5,4,2,5,5,6,8,3,4,6,9,8,6,8,6,6,2,2,7,3,3,1,1,5,10,4,5,3,6,7,7,6,12,12,5,6,5,7,15
2,4,7,6,6,2,5,5,10,5,7,7,8,8,13,6,16,27,16,9,12,4,4,7,9,9,8,6,5,8,9,7,6,6,6,8,9,6,4,7,7,6,12,15,7,9,9,3,8,13,10,5,10,16,10,7,12,8,4,3,7,6,4,5,1,4,11,12,6,10,8,3,0,8,5,0,4,4,4,1,5,1,7,10,7,9,3,0,6,2,4,4,8,6,7,3,5,9,9,2,6,10,1,2,5,5,4,9,4,1,2,7,4,5,2,3,4,2,7,5,2,4,6,3,3,0,5,3,3,2,1,2,6,1,9,4,2,2,1,2,8,4,2,3,2,6,15
8,5,5,5,3,1,2,4,8,7,17,24,21,14,13,5,14,12,29,16,10,9,15,15,3,7,7,6,10,7,7,17,5,12,10,14,11,7,5,12,6,6,4,8,5,6,8,5,9,4,7,8,5,11,8,8,7,6,3,14,10,4,5,11,8,7,9,6,12,10,9,7,10,27,6,6,3,3,4,6,5,6,6,9,8,3,3,2,5,3,5,8,16,17,8,13,13,10,21,9,8,12,12,5,12,12,12,19,10,14,6,8,10,16,6,7,7,5,9,10,5,7,4,6,7,5,4,10,3,5,7,9,10,7,5,7,8,6,5,4,4,8,3,9,3,6,15
0,8,4,2,0,2,5,1,1,8,1,8,8,10,11,7,13,17,12,20,8,6,9,11,13,5,8,5,10,3,5,4,7,8,7,6,4,8,3,3,5,2,9,7,6,12,7,5,2,5,8,8,11,9,3,11,18,13,8,4,7,11,16,5,10,8,11,10,15,9,10,10,3,7,9,5,7,1,11,14,6,12,7,11,3,4,1,3,1,5,3,8,8,7,13,4,7,5,4,5,9,3,3,5,5,5,2,10,1,5,2,3,3,2,7,3,7,8,9,11,6,7,6,5,5,3,7,6,10,2,3,5,7,1,2,8,3,6,9,7,11,9,1,2,2,2,15
3,7,19,5,8,2,6,5,13,14,10,11,13,11,20,13,14,16,11,16,2,8,4,6,11,5,8,9,8,11,11,12,6,10,10,12,3,1,4,9,1,5,9,6,6,7,9,6,8,20,10,16,24,21,8,6,8,7,8,10,9,5,18,12,8,4,12,13,10,11,2,4,5,0,9,3,4,4,4,13,12,1,9,2,3,4,3,7,6,6,2,7,8,8,10,3,7,3,8,3,7,3,3,6,5,3,4,7,6,4,8,10,14,6,5,4,4,6,7,22,8,7,4,5,8,9,5,5,7,9,3,5,3,4,3,2,3,8,3,2,12,2,3,7,3,4,15
3,6,6,3,2,0,5,2,5,5,3,11,14,7,5,12,9,16,12,20,3,11,6,5,8,12,10,8,8,7,4,6,4,10,7,6,6,1,4,7,1,3,11,1,4,4,11,5,3,3,1,9,8,8,3,8,18,9,10,6,3,2,8,3,2,4,9,7,12,5,2,4,7,3,7,4,3,4,6,10,9,7,6,1,2,4,2,4,2,3,3,4,4,2,8,2,7,1,8,4,9,2,5,6,5,3,3,9,2,4,3,5,3,6,5,2,8,9,8,15,10,7,4,0,5,3,6,4,12,6,7,6,5,2,3,3,3,8,10,7,7,4,1,3,1,2,15
3,14,6,7,4,7,6,5,8,6,11,9,10,9,5,6,17,17,6,8,3,5,3,6,12,7,7,4,18,13,10,7,10,8,8,5,8,14,9,5,14,8,11,9,15,13,4,5,6,8,11,13,14,3,4,8,0,10,8,5,9,7,6,7,5,11,10,11,6,5,7,7,6,10,3,7,8,7,6,5,6,3,7,9,9,3,3,5,4,1,7,2,4,8,7,2,5,2,4,7,11,6,10,9,9,6,8,3,7,12,7,8,14,6,6,5,4,2,5,6,3,7,6,7,7,5,0,3,6,7,3,2,5,2,5,7,4,7,4,8,2,5,3,3,5,2,15
4,13,6,6,3,8,8,4,6,4,5,11,7,7,8,7,11,15,7,2,3,11,4,7,13,14,8,5,16,9,6,3,11,8,13,6,2,13,9,10,9,4,12,13,9,13,6,7,5,4,8,18,16,9,9,8,3,14,8,6,6,8,4,5,4,10,9,8,4,5,6,10,4,7,2,4,6,6,7,4,7,0,7,9,11,3,1,7,6,2,8,4,6,10,7,6,4,5,6,6,9,10,9,8,4,8,6,11,6,11,11,11,8,5,11,3,7,4,6,3,8,11,6,5,5,7,5,3,4,7,4,5,9,7,9,9,8,8,5,10,3,5,6,4,7,3,15
1,12,1,2,5,1,3,5,12,2,9,11,6,5,4,9,8,17,6,2,4,8,10,6,15,11,5,3,14,5,4,7,8,11,9,3,6,10,5,4,8,6,10,9,11,10,11,4,7,6,9,9,6,12,9,11,0,8,8,9,11,6,4,5,11,4,10,9,11,7,11,9,5,6,4,4,1,3,5,4,6,4,4,12,6,3,6,10,8,2,6,7,13,9,6,13,10,4,11,3,10,6,8,12,16,11,12,16,11,15,10,13,10,8,3,7,5,8,3,12,4,6,9,7,5,5,5,5,6,5,4,3,8,5,6,6,4,3,2,7,4,9,7,6,4,8,15
2,5,6,5,6,1,1,1,6,4,5,46,8,14,8,10,15,9,6,6,4,7,4,0,4,2,1,3,1,3,12,5,5,7,20,3,11,4,6,7,2,5,9,4,1,11,8,8,13,4,5,4,8,11,7,8,6,3,2,6,8,12,6,3,7,8,6,7,11,12,3,4,1,2,5,1,2,2,10,1,2,3,1,2,5,2,1,5,1,0,5,6,4,5,6,1,2,0,7,4,6,0,3,2,3,1,3,8,5,1,9,9,5,6,10,4,8,4,16,9,1,6,6,2,3,2,1,0,1,1,0,9,2,8,6,9,0,4,5,6,0,2,3,9,1,3,15
7,17,14,5,8,1,2,0,8,9,13,3,7,15,9,12,21,15,2,10,2,4,2,3,3,0,1,2,0,11,13,11,2,2,15,3,6,2,14,5,5,9,8,16,5,11,6,13,2,11,5,7,10,10,4,13,2,6,0,3,2,6,3,1,6,4,9,12,24,11,11,4,8,8,12,3,4,1,7,1,2,0,0,6,11,41,3,5,0,1,3,7,8,8,15,2,3,4,25,3,0,3,3,3,0,2,5,16,1,3,15,13,0,1,6,2,5,17,19,13,6,5,6,0,3,5,2,0,3,0,0,2,2,13,11,2,1,5,11,2,1,1,4,15,2,3,15
1,4,7,5,6,4,1,2,1,5,4,10,21,10,10,12,18,14,8,5,5,2,8,9,9,21,28,8,9,9,13,6,4,3,4,8,4,8,11,13,5,1,6,14,2,19,10,7,8,10,9,4,7,15,8,11,1,3,4,3,10,7,6,13,20,25,20,9,8,18,5,6,2,4,9,6,5,10,10,8,7,7,2,2,10,6,5,8,3,3,15,15,6,5,5,7,6,1,8,5,4,1,2,2,4,6,2,12,2,3,5,5,10,2,1,4,4,8,9,7,5,7,5,3,5,7,6,6,3,5,3,7,4,6,1,4,6,3,5,9,7,8,7,8,8,3,16
0,4,4,4,2,4,12,12,20,13,6,5,6,12,5,5,6,14,2,19,29,26,25,12,7,14,10,8,8,2,9,10,2,4,1,1,13,6,7,1,5,11,7,8,4,10,10,7,4,5,0,9,7,8,3,8,6,6,3,1,2,15,6,20,24,17,8,9,2,5,6,4,3,3,1,2,2,4,0,1,1,1,1,4,2,2,2,4,2,1,3,5,2,2,0,2,3,4,2,2,1,3,4,2,3,17,14,2,5,0,5,7,10,3,0,4,4,3,6,10,3,5,1,3,10,2,3,2,1,4,2,3,2,3,2,1,1,3,4,2,0,4,8,0,1,1,16
0,8,7,6,9,1,3,0,6,2,5,8,6,6,4,3,9,9,8,4,8,14,11,6,10,6,8,8,12,7,10,4,6,7,15,4,5,3,1,6,2,5,3,5,5,7,2,1,4,2,7,5,6,6,6,9,3,3,1,1,10,6,8,19,24,18,4,8,1,4,9,9,3,6,4,3,6,6,7,8,7,3,5,5,3,1,5,1,1,0,3,3,6,2,9,9,10,1,2,1,5,7,2,2,3,3,2,7,6,10,2,7,7,3,2,3,1,9,5,6,10,10,7,10,4,8,7,6,4,3,3,6,1,1,3,4,0,6,3,3,3,6,6,15,6,8,16
2,10,4,9,11,2,4,3,2,6,10,6,8,8,8,4,15,18,8,5,8,13,7,6,18,5,7,9,9,6,7,8,9,7,11,5,5,9,8,8,3,6,8,8,6,12,9,6,7,11,11,9,8,10,4,9,7,13,2,4,9,6,6,17,25,21,6,9,7,6,10,15,5,4,1,4,4,5,8,9,9,6,7,6,8,1,3,4,1,1,3,6,8,7,11,5,9,3,2,5,6,7,3,5,4,7,7,6,11,6,5,6,10,5,7,2,11,4,7,13,7,5,10,11,4,6,8,3,5,9,3,4,2,4,3,3,1,3,2,5,4,10,14,22,11,14,16
0,9,4,1,4,2,6,3,0,2,8,7,7,6,3,5,9,17,4,7,7,12,6,5,6,6,3,7,12,5,6,3,4,9,10,5,5,4,2,8,2,2,3,3,4,6,6,3,2,5,5,3,3,4,4,5,2,5,3,2,3,4,7,8,16,20,3,7,4,3,6,5,2,2,6,2,5,4,5,6,8,10,5,6,2,2,3,4,1,0,11,3,4,4,11,6,11,0,3,1,7,4,2,1,5,5,8,3,2,4,2,2,2,3,6,2,8,5,7,10,6,6,6,6,3,7,3,6,6,5,3,6,2,2,2,2,2,8,2,4,5,3,4,4,2,4,16
0,0,3,0,6,2,0,0,0,2,2,4,5,2,4,2,2,2,8,6,11,12,6,4,9,2,4,3,3,4,6,1,7,4,2,1,4,4,3,1,3,5,1,4,1,3,2,4,5,11,10,15,14,11,6,6,7,5,2,1,1,2,4,3,3,1,1,6,5,8,3,4,2,1,2,1,1,0,3,2,0,2,1,2,3,5,1,2,4,3,2,9,10,7,9,6,4,5,7,3,6,7,6,5,5,7,5,4,4,9,4,11,5,8,2,5,5,6,9,11,5,5,9,5,6,7,3,3,6,4,9,8,6,5,5,5,5,4,6,6,6,12,3,6,6,3,17
0,0,4,0,5,1,0,0,2,0,3,5,2,0,7,0,1,0,1,3,3,0,1,3,7,2,2,0,3,2,0,1,3,0,1,1,4,3,1,0,0,4,1,2,2,1,1,0,3,13,8,15,24,10,7,6,2,4,1,6,0,2,6,3,4,1,3,3,2,4,0,1,2,2,2,0,0,0,2,0,2,1,0,2,3,4,1,2,2,2,0,8,8,4,9,5,4,3,4,3,8,8,7,5,3,7,5,4,4,9,2,10,5,5,4,6,5,8,8,11,5,4,8,5,5,7,3,1,5,3,7,6,4,4,4,4,4,1,5,4,5,9,1,5,3,2,17
0,0,3,0,5,0,0,0,0,0,4,9,3,2,3,4,3,6,8,3,4,5,4,3,7,3,2,0,1,1,0,0,1,4,1,2,2,4,5,2,0,3,1,3,2,1,2,2,4,13,9,10,15,10,4,6,5,5,5,2,0,2,4,2,0,3,2,1,4,5,2,1,2,1,1,1,2,0,0,0,0,0,0,3,3,4,2,0,2,3,0,8,8,6,4,1,3,5,3,2,3,1,2,1,4,4,1,1,0,4,3,7,2,4,1,1,4,2,8,12,3,3,4,4,4,1,2,0,0,2,1,2,1,3,1,0,2,3,2,3,0,0,0,2,4,2,17
1,0,3,7,5,3,4,2,2,3,1,6,2,1,5,4,11,3,6,2,0,2,2,1,7,0,2,0,7,5,1,0,5,5,2,4,4,2,8,0,2,2,0,0,0,2,1,4,4,19,14,15,13,11,4,4,5,7,0,4,0,3,4,3,2,5,6,1,0,5,2,4,2,3,1,3,0,0,3,3,1,0,0,3,1,1,0,2,4,2,0,9,12,6,9,7,3,6,6,5,8,5,7,6,5,8,6,8,4,9,1,10,8,5,3,6,5,10,14,14,7,4,13,10,7,7,3,1,6,3,6,7,4,4,3,4,5,3,5,2,1,7,3,5,3,2,17
0,0,2,1,1,3,3,2,3,3,5,5,4,2,7,4,6,7,5,5,1,2,2,1,10,3,2,4,9,2,5,3,3,6,0,2,5,4,2,2,5,3,2,1,4,3,4,3,7,20,15,12,14,13,4,5,3,8,3,5,2,3,3,3,2,0,11,2,2,5,2,2,2,4,2,1,0,1,0,2,3,1,0,8,1,6,1,2,4,3,3,9,6,4,2,3,2,3,7,3,6,2,2,5,6,5,0,2,2,1,4,3,4,5,2,4,0,7,12,6,2,4,7,5,1,2,2,1,8,5,5,2,3,1,3,1,1,2,0,2,4,1,5,3,2,3,17
